sex,age,field,language,education,paranormal,toss.K,toss.RT,grid.K,grid.RT,guess.K,guess.RT,roll.K,roll.RT,spot.K,spot.RT,K,toss,guess,roll,spot,grid,RT
male,39.40821918,0,german,3,2,-0.846067465,31.7,-3.040965737,14.2,1.031629945,24.3,1.804080883,13.3,1.423278243,9.5,0.074391174,10000001010,2135433254,1236542314,9632147587,0,93
female,37.93424658,other,french,4,0,1.701194572,9.5,0.068744507,5.3,-1.473731172,41,0.596091782,16.5,-15.15284495,5.5,-2.852109053,101111000,1112225334,5221643341,5555555555,10101010,77.8
male,35.5260274,science,french,7,0,1.482692438,9.3,-0.956960541,14.6,1.856580389,26.4,1.754782821,10.6,2.021266031,6.7,1.231672228,1101000110,3415214354,2536411356,5426893274,10010100,67.6
female,28.4,humanities,english,6,1,-0.336596018,14.7,1.336502127,22,0.268877017,22.1,1.714389473,34.2,1.477547885,12,0.892144097,11101001000,2454123412,2416452136,4358637891,1011101,105
female,53.40547945,0,english,3,0,0.866643444,12.4,-3.040965737,12.4,1.523786971,17.8,1.418730021,10.8,1.447010526,14.4,0.443041045,1001101110,3423143524,5235466213,5637845924,0,67.8
male,34.11780822,science,german,6,0,-0.329774335,11.4,0.20659518,27.9,1.748355186,15.4,0.683107553,13.8,1.335280554,12.2,0.728712828,1001110010,1214532511,3545562231,4588621973,11110010,80.7
female,25.24383562,humanities,german,6,0,-0.114916696,13.9,-0.688451355,10.4,1.493327665,9.4,1.859197166,8,0.58040892,13.2,0.62591314,10001011010,3345213453,1526324415,8262457989,101011011,54.9
female,51.09041096,humanities,english,4,0,0.108783204,31.4,-0.596190895,18.5,1.596109264,18.6,1.392628828,10.2,0.164092227,11.5,0.533084526,1.00011E+11,2412554312,5536441256,5542238968,11001110,90.2
male,62.2739726,science,french,7,0,0.866643444,26.1,0.35618483,19.9,-9.982032341,33.6,0.051239323,40.7,0.365776582,18.4,-1.668437632,1001101110,1111111111,2524562451,8685457365,1110101,138.7
male,44.8109589,humanities,spanish,7,0,1.060495216,11.9,0.20659518,25.5,1.586853702,17.3,-0.101380885,8.5,2.112791718,12.2,0.973070986,1101011110,3425543123,5426665112,5486219875,100111010,75.4
female,30.33150685,science,english,6,0,0.404517268,27.1,-1.298379402,10.6,1.331369487,19.7,1.445329463,10.9,0.419143991,8.9,0.460396162,1.1101E+11,4352143541,4335662153,8652562894,1010100,77.2
male,29.56164384,humanities,french,5,0,-0.664922403,12.9,1.821416993,18.7,1.119968432,13.9,2.029865597,13.4,1.645610358,12.7,1.190387795,10010101100,2341542344,5236415462,4735679854,110011100,71.6
male,49.52054795,science,french,4,0,-0.693076878,32.4,-0.956960541,15.6,0.639641753,48.2,0.997509805,27.1,-15.15284495,11,-3.033146163,1.11111E+11,4531245312,6544562351,8888888888,111100011,134.3
female,62.36712329,humanities,spanish,6,1,0.665394272,17.7,-0.956960541,23.2,0.895251042,27.6,0.011222216,11.4,1.92434031,15.9,0.50784946,11100110100,2451444325,2656633445,2517649357,101101110,95.8
male,36.6109589,science,german,7,5,0.570017597,8.8,-0.956960541,17.9,0.45839201,21.8,1.439374442,6.2,1.654072681,8.7,0.632979238,11011110,5214513334,2623514426,8569732698,1110000,63.4
female,20.29041096,other,spanish,5,2,-3.531128974,27.7,0.189437849,27.7,1.692341555,27.4,0.973909237,12.5,1.239472703,13,0.112806474,10101010101,3124532145,1536216326,7328592611,101110011,108.3
female,20.4,other,english,4,0,0.517184144,18.4,-1.474774505,24.9,1.692341555,32.1,1.253302059,9,0.063370542,8.6,0.410284759,1011101100,3451235245,3542635541,8528893851,10100,93
male,28.8109589,science,german,6,1,0.238520252,7.4,0.145914825,10.5,-0.223527583,10.8,0.021924826,10.7,1.643423961,12.8,0.365251256,10010111110,3423235423,5243524162,5168234568,101001110,52.2
female,54.79178082,humanities,english,4,2,-0.693076878,37.3,-3.040965737,17.2,-0.377861559,24.1,0.718077342,28.9,1.742176632,16.9,-0.33033004,1.11111E+11,5555342153,5432451345,6243981759,0,124.4
female,31.53150685,humanities,english,7,3,0.331697441,8.9,-3.040965737,7.7,1.446812932,15.9,1.409975188,17.2,2.143107142,9.3,0.458125393,1011101011,5213443541,2664153245,5847312968,0,59
female,33.19178082,science,english,7,1,1.060495216,14.3,0.145914825,34,2.030781434,11.2,1.266361883,11.8,1.925838252,11.1,1.285878322,1011101001,4253143542,5211624521,5368495721,101100011,82.4
female,32.78630137,other,english,7,2,0.345809681,19.9,-3.040965737,10.2,1.586853702,23.1,2.099670154,14.9,1.198439333,7.3,0.437961427,1.11011E+11,3144253431,6154316254,9524715929,0,75.4
female,32.79726027,humanities,english,7,0,0.685710118,9.8,-3.040965737,10.7,1.653019665,16.7,1.53785058,6.5,0.797952646,12,0.326713455,1000000111,3325121435,5224136256,1552618456,0,55.7
female,42.81369863,humanities,english,6,2,-0.79783041,26.1,1.821416993,28.9,0.087537409,83.4,0.696990338,65.9,1.893948021,7.5,0.74041247,1.1011E+11,4435524455,5251143563,5864728391,1110011,211.8
female,21.89315068,0,english,3,3,0.972396797,17.4,0.446237926,21.2,0.428793476,23.3,1.167600408,11.2,1.659266992,6.9,0.93485912,11001001011,2425423154,6355146522,5426936578,110110010,80
female,43.81369863,other,english,6,1,-0.189567147,38.9,0.781777371,32.1,0.551303266,26.3,0.4989791,26.3,0.358009543,8.7,0.400100427,1.10111E+11,4243412455,6461344653,8658159653,101100000,132.3
female,29.75616438,science,english,7,0,-0.097475919,9.3,-3.040965737,8.7,1.629014055,22.7,-0.65486509,12.7,2.054701956,10.8,-0.021918147,1.01111E+11,5452134254,6363513163,5687413298,0,64.2
female,48.2739726,0,english,3,1,-0.980687428,25.2,1.773448729,67.2,1.301190542,40.4,0.301792782,31.9,1.55016054,20.1,0.789181033,1010111101,2512433214,6624651135,5231184725,101011000,184.8
male,45.42739726,0,english,3,1,-4.415494561,14.9,-3.040965737,15.5,1.467757041,21,1.553886119,19.6,1.806892704,8.4,-0.525584887,0,5325415423,5133612465,6584174396,0,79.4
female,37.33150685,humanities,english,4,3,1.390181916,34,-0.490516869,20.2,1.193685689,55.2,0.41530156,21.3,1.925838252,10.6,0.88689811,11100001001,4352342535,5234652342,5178965234,110011,141.3
male,48.01643836,other,french,5,0,-1.664386806,16.8,-0.265943141,8.8,1.596109264,12.6,0.627259633,9.3,0.681583405,21.4,0.194924471,1.01E+11,3452113452,5236665143,6524966512,111000101,68.9
male,NA,0,english,1,NA,-0.590539089,13.9,-3.040965737,24.8,0.614765361,12.1,0.564019643,22.6,0.311813402,22.1,-0.428181284,1.10101E+11,4214312433,2136556225,3625873633,0,95.5
male,6.123287671,0,english,1,2,-3.531128974,27.5,-3.040965737,23.1,-0.062805803,18.4,1.839261591,24.8,2.244683152,20.4,-0.510191154,10101010101,1234523535,1234614562,9632857419,0,114.2
female,54.37808219,science,english,7,3,-1.256703796,27.7,-1.298379402,16.4,1.239221438,24.9,1.703573328,13.9,1.441796436,14.4,0.365901601,1.11E+11,4453421345,6124361524,1234567899,100010001,97.3
female,32.16164384,science,english,7,0,-0.977295374,25.5,-0.490516869,28,-2.193116338,30.2,-0.475951298,29.7,0.391396499,20.3,-0.749096676,100101000,4253144444,2551244212,3255623912,11001101,133.7
female,28.86027397,humanities,french,4,4,0.290609175,10.7,0.35618483,10,1.090937101,17.3,-1.766836624,14.8,-0.353315011,11.7,-0.076484106,10100001,3221432351,2366161664,5778625455,1110101,64.5
female,38.70410959,humanities,spanish,5,1,0.500223415,24,1.773448729,36.4,1.197134292,21.8,1.796382117,11.4,1.632383155,13,1.379914342,1.10011E+11,5324132535,5342516342,7546284196,101011000,106.6
male,36.64109589,humanities,spanish,6,1,1.58550205,21.6,0.35618483,26.7,1.342863261,20,2.099670154,16.7,1.83348649,8.4,1.443541357,1011110011,4235541124,1426513426,1426594728,11010101,93.4
female,27.36164384,humanities,english,6,1,-1.283928445,31.2,1.773448729,22.6,2.208774394,20.5,1.563596771,18.7,0.578369942,16.4,0.968052278,1.101E+11,2534151423,6242533162,7724189641,1101011,109.4
female,33.36438356,humanities,spanish,6,2,0.685710118,11.4,1.226951829,22.8,1.986624066,37.8,1.93342333,13.9,2.007577919,12.7,1.568057453,11000001101,3542122453,1536624153,8294763584,101010000,98.6
male,41.88767123,humanities,german,4,0,0.238520252,11.1,0.189437849,13.6,1.586853702,19.4,-0.395506552,12.6,1.03489372,11,0.530839794,1000110110,4212532413,5253552415,8658472589,100001010,67.7
male,34.2109589,science,german,6,0,0.771756741,13.2,0.35618483,13.1,1.999093406,14.9,0.55139466,12.3,1.549572947,10.1,1.045600517,11001101000,3253142351,5232621561,5936268741,1101010,63.6
male,39.76164384,0,german,3,0,-1.305621759,12,0.285179156,13.3,1.624263859,19.9,2.085426695,10.1,1.557967299,8.5,0.84944305,101101010,2451132452,1534662541,5247563981,10111011,63.8
female,25.2109589,science,english,7,1,-0.189567147,16,0.20659518,21.4,2.261006722,19.8,0.978170626,28.1,1.212547557,8.1,0.893750588,1.10111E+11,1425431245,1343265424,7465898573,100111010,93.4
female,41.43835616,other,german,4,1,-1.283928445,39.9,-3.040965737,13.4,0.456398406,44.6,0.118678593,40.9,-0.804821755,22.9,-0.910927788,1.101E+11,1352215333,4114624411,5264555842,111111111,161.7
male,27.19178082,humanities,german,4,0,0.331697441,8.9,-0.47314368,12.5,0.390314314,17.7,-0.350186364,26.7,1.447010526,8,0.269138447,1011100110,3133523425,3343624232,8645812795,11001111,73.8
female,30.21369863,humanities,english,4,1,0.290609175,5.1,0.35618483,11.6,-9.982032341,12,2.099670154,5.3,1.168306079,7.3,-1.213452421,11011000101,3333333333,1536254123,5426141958,10100011,41.3
female,35.93150685,other,german,6,0,0.374697463,7.6,-3.040965737,12.3,1.031629945,14.3,0.88730465,17.7,1.358468951,10.8,0.122227054,11101001011,4352341223,3422651162,4562365897,0,62.7
female,52.55616438,other,german,4,0,-1.172615508,17.2,0.145914825,12.5,0.53853844,23.3,-0.722601016,17.8,1.576537088,12.9,0.073154766,1.01011E+11,5451345522,2525645253,8561263587,110001101,83.7
male,44.71780822,other,german,4,0,0.404517268,10,1.773448729,10.9,1.72260528,11.8,1.685730922,12.3,0.668900942,13.2,1.251040628,1.1101E+11,2314512345,5462135226,6485255169,100101110,58.2
male,44.54794521,science,other,5,0,-2.374336631,11.9,-3.040965737,11.5,1.828697838,17.7,0.891308885,13.3,2.007577919,11.8,-0.137543545,1101101101,3425413522,2642521633,5834215768,0,66.2
female,37.70136986,humanities,french,4,0,0.771756741,14.1,0.068744507,12.9,-3.676395676,24.1,1.920774472,14,-15.15284495,6.8,-3.213592982,10100001110,3353233333,6125431256,5555555555,10101010,71.9
male,30.6109589,0,german,3,2,-1.010668449,7.4,-3.040965737,5.3,1.999093406,11.2,1.412887358,6.8,1.480635055,8.5,0.168196327,11001100110,2452134251,4251463211,7526541789,0,39.2
male,42.3369863,humanities,german,6,0,0.331697441,10.1,0.145914825,9.2,-2.262066601,8.4,0.703983943,8.4,1.555753837,9.7,0.095056689,11001110100,5324133333,3265526634,8652759861,1110010,45.8
male,24.87123288,science,german,4,0,-1.083140568,5.8,0.781777371,14,-0.069562862,16.1,0.300480042,7.4,1.395910262,11.6,0.265092849,10010110101,2424521234,1441253262,5473648954,10110111,54.9
male,34.36164384,humanities,german,6,0,-0.251212237,8.7,1.466399166,6.1,1.743165665,11.4,1.541042959,10.1,2.054701956,8.2,1.310819502,10010001100,3244514321,2566413522,5438712596,100011100,44.5
male,28.01917808,science,german,6,0,0.065783182,11,0.35618483,5.5,1.476226748,11.5,2.099670154,7.8,2.054701956,8.7,1.210513374,1101000011,2321425413,4326134526,5268413579,101110001,44.5
male,30.5890411,0,german,3,4,-2.706419144,14.9,0.35618483,15.4,1.727716022,18.1,1.976435169,12.4,2.054701956,11.6,0.681723767,1010100,2331543214,2551436251,5641238579,11010101,72.4
female,30.32054795,other,spanish,7,0,0.360140724,7.2,0.145914825,20.5,1.60076101,12.2,1.758513675,6.4,1.999894425,11.2,1.173044932,11011000110,3421452234,5124662513,8573412596,1110010,57.5
male,43.72054795,0,english,3,1,-0.420979762,27,-3.040965737,13.7,1.025536364,33.1,0.625601724,19.7,0.840258108,13.7,-0.19410986,1.1111E+11,3134123354,2415315122,5142627585,0,107.2
male,33.92328767,humanities,german,7,0,1.306093628,10,0.089538752,22.6,-2.193116338,16.3,-0.074572955,15.2,-0.512646651,15.3,-0.276940713,101000111,2451322222,2262311244,9897389915,100101000,79.4
female,26.09589041,science,german,4,0,-0.088630552,16.1,1.821416993,9.4,-0.123727928,22.3,0.612408982,21.8,1.391660859,15.3,0.722625671,11110100101,5245213321,1314655232,5264893515,110011100,84.9
male,40.33150685,other,german,4,3,-1.616294023,10,0.35618483,28.2,1.20753341,13.8,1.266361883,14.8,0.647773363,18.2,0.372311893,10001,4251432543,3226145563,2684133595,110001010,85
male,47.33150685,other,german,4,0,0.201293726,8.6,-0.596190895,11.6,1.707388405,10,1.384035956,9.2,0.490328354,10,0.637371109,11100110110,3421543324,1526643122,4854118675,1101110,49.4
male,26.01917808,humanities,french,6,0,0.345809681,16,-0.47314368,6.9,-9.982032341,15.2,-0.282774287,8.3,0.511347847,9.5,-1.976158556,100111111,5555555555,4254213616,5654285915,110100111,55.9
male,26.02465753,other,german,4,0,-0.329774335,8.9,0.089538752,11.6,1.467757041,11.8,1.131404271,8.6,1.999894425,8.2,0.871764031,1001110010,2433512245,2311462542,5321789346,100101000,49.1
male,22.34246575,0,german,3,0,0.374697463,14.4,-1.126483048,19.2,1.677460972,17.6,1.409975188,17.4,2.143107142,9.5,0.895751543,1001110100,3432152443,5241352163,5341867952,11111101,78.1
male,44.38082192,other,german,4,3,1.124267658,13.3,0.723053306,8.4,-0.503677112,22.2,0.255296322,8.2,1.803081216,9,0.680404278,110000111,2225551423,1235554112,5674169235,11001001,61.1
male,28.46027397,other,german,4,0,0.467207985,37.1,1.773448729,5.2,2.261006722,17.2,1.781111028,7,1.346316083,8.5,1.525818109,1101110011,3415423145,2516423551,8245316292,10001111,75
male,38.00821918,humanities,german,7,1,-0.793694682,7,0.35618483,8.7,-9.982032341,10.9,1.920774472,7,2.021266031,7,-1.295500338,10011101110,1111111111,5326124352,7512896135,10001110,40.6
female,25.24383562,science,german,6,1,0.665394272,11.5,0.20659518,16.2,1.257153515,20.5,0.628919518,13.1,0.935403725,12.3,0.738693242,11111001101,3134552135,3351424551,1478766251,100001101,73.6
male,27.2109589,0,german,4,0,-1.283928445,61.9,1.773448729,53.3,0.937294386,45.3,1.034788252,47.2,1.395378447,47.6,0.771396274,1.101E+11,2325312433,2322645163,6345943261,10001111,255.3
male,34.02465753,science,german,6,0,-0.414755268,5.2,-0.678035429,18,0.424895705,14,0.628919518,5.1,2.054701956,8.6,0.403145296,1011110111,4231221132,6652253651,7246398154,1111110,50.9
male,21.94246575,humanities,german,4,2,-0.79783041,15,0.145914825,29.6,1.225045738,23,1.061716103,18.5,1.207006491,12.7,0.568370549,1.1011E+11,2145231132,4254126433,5438625919,101100011,98.8
male,36.72876712,0,german,2,3,0.131057385,5.1,-3.040965737,6.6,1.839781679,17.1,1.219908483,6.8,1.778022105,8.1,0.385560783,10011110010,1354322145,1426121354,5627854169,0,43.7
male,35.35068493,other,german,6,2,0.665394272,7.7,0.35618483,10.7,1.856580389,11.8,1.904085974,5.8,1.558114976,6.9,1.268072088,11100101101,2435134255,2453216524,4358618549,110010101,42.9
male,65.04383562,other,german,4,0,-1.69615398,8.6,-3.040965737,1.4,1.136371547,9.2,1.295531744,4.7,-0.399634152,8.3,-0.540970116,10110101010,3454212324,1552336412,4568762223,111111111,32.2
male,44.08493151,0,german,3,1,-0.451488597,21.5,-3.040965737,5,0.130634817,26.9,0.995347705,13.9,2.174028829,9,-0.038488596,111110,3234551222,4231456336,5831467985,111111111,76.3
female,32.25753425,science,german,6,0,-0.251212237,8.4,-0.688451355,14.1,1.467757041,17.4,1.521997474,18.3,1.195516253,15.8,0.649121435,1.11101E+11,1324351243,1435226416,1527414398,100011,74
female,68.19178082,science,english,5,5,0.119853202,39.5,-0.694560743,18.8,1.867897086,23,1.796382117,17,1.841803015,11.7,0.986274935,11100101011,4215243125,1625341624,4675391257,10000010,110
male,33.69315068,science,german,4,0,-0.140475941,7.1,-0.47314368,4.5,0.212863387,11.3,1.2689886,6.4,0.993752135,8,0.3723969,11010100100,2511325532,5412423621,5711265914,11001111,37.3
,25.29863014,humanities,german,4,0,0.331697441,16.4,1.821416993,18.8,0.612526493,24.7,1.692840493,22.4,1.205477355,13.8,1.132791755,1011100110,2443452421,5416436214,5374524938,10011101,96.1
male,39.54520548,other,german,4,0,-1.664386806,4.5,0.145914825,9.5,1.707388405,10.7,1.433444761,4.4,0.648757296,6,0.454223696,1.01E+11,3412534214,2254135625,4158987565,10110001,35.1
male,35.56164384,other,german,4,0,-1.283928445,7.5,0.35618483,12.9,0.409416465,10,0.817128947,4.8,1.341045134,8.7,0.327969386,1.101E+11,3422351121,1552336641,5621474562,101110001,43.9
male,33.92328767,humanities,german,6,0,-1.616294023,15.1,0.20659518,37.7,-0.421119364,21.3,1.04594502,13.3,1.441248606,17.2,0.131275084,1.0001E+11,3243122322,2125654325,2635241398,110000101,104.6
female,53.77534247,0,german,2,0,-0.79783041,44.1,0.35618483,12.5,1.885052465,34.6,1.091487405,16.2,1.57474468,15.3,0.821927794,1.1011E+11,4351214543,1521465634,5824756149,1101010,122.7
male,44.10136986,humanities,german,6,0,1.19276816,4.9,0.35618483,26.7,1.484750062,6.8,0.768557949,4.1,1.341045134,9.7,1.028661227,1010001110,2435541232,3252314452,5294741529,11100010,52.2
female,39.90684932,humanities,french,6,0,1.701194572,20.8,-3.040965737,58.9,0.204576105,32.3,1.204761889,36,0.685778108,32.5,0.151068987,1011101000,5543552315,2355132653,2585391671,111111111,180.5
female,52.91506849,humanities,german,7,0,1.701194572,13.6,-0.179909136,13,0.086023436,12,-1.141930922,13.8,-1.420712108,8.9,-0.191066832,111101000,2444552132,1131666511,5511417145,110100001,61.3
male,25.36986301,humanities,german,6,1,0.41979586,9.6,0.20659518,9.9,0.217860346,17.9,1.481604126,4.7,1.276938757,5.7,0.720558854,1011011110,2323453412,1136524632,5426582147,11000101,47.8
male,41.79178082,science,spanish,7,0,0.685710118,9,-3.040965737,5.9,0.119730474,12.8,0.770395092,5.7,1.667487544,8.4,0.040471498,1111010100,1335421114,2254132214,8417629563,0,41.8
male,39.61643836,0,german,2,1,-0.45747136,11.7,1.821416993,13.4,1.271673107,16,1.355769816,17.1,1.335280554,11.3,1.065333822,10110011100,2251433415,1216433152,5622387491,10011101,69.5
male,67.86849315,science,german,7,0,0.404517268,24.4,1.821416993,31.7,0.289837426,18.6,0.695247407,26.2,0.368647986,20.2,0.715933416,1.1101E+11,1241533345,6622531146,3536428854,10011101,121.1
male,37.32328767,other,german,6,0,-3.531128974,8.3,1.773448729,7.8,1.103762712,9,-1.761767818,8.1,1.19890754,5.3,-0.243355562,10101010101,3243215423,6666233215,8537415562,111100010,38.5
female,49.81643836,other,german,6,4,-0.635883352,30.1,0.068744507,24.2,1.397837387,22.9,1.253302059,11,2.143107142,17.4,0.845421549,1.0011E+11,3153245315,5436235466,5417936258,10101010,105.6
male,43.0630137,other,german,6,0,-0.363390177,22.2,-0.780898258,5.7,-4.580406459,12.7,-0.842589094,13.2,1.423278243,8.3,-1.028801149,11100100,4322111111,1234563456,1457896236,111000,62.1
male,45.83013699,0,german,3,0,-0.014644373,9,-0.179909136,18.7,-2.448819096,14,0.923763871,8.7,2.143107142,12.1,0.084699681,101100101,2311311314,5242153632,2864751398,110011001,62.5
male,38.64657534,other,german,6,3,1.907453695,5.8,0.35618483,19.3,-6.210054124,17.3,-4.945220211,9.2,-2.034701668,8.9,-2.185267496,1110000110,4234444444,2462462462,8625625862,11010101,60.5
male,51.90136986,humanities,german,7,0,-0.024223047,15,1.773448729,15,0.26196209,29.9,1.967725935,22.7,1.765812122,10.8,1.148945166,1101110010,4441234543,1345261443,6132456782,1010011,93.4
male,36.19452055,humanities,german,6,0,1.58550205,7.9,0.145914825,9.6,0.492742776,13,1.675134118,4.7,0.685946133,8.3,0.91704798,11101011001,4255422145,5332614256,5369778414,1110010,43.5
male,37.68767123,science,german,6,0,-1.482841831,4.9,-0.780898258,3,0.714737391,5.6,-0.821634219,4.3,1.381351602,5.7,-0.197857063,100001,3452123213,4551452145,7586234586,101101101,23.5
male,25.76986301,other,german,4,1,-2.585232015,13.9,1.821416993,15.2,2.315346967,18.5,1.506322698,9.2,1.837373764,7.8,0.979045681,1011101010,1425315243,6234655214,4236581679,110011100,64.6
male,63.83561644,0,english,3,NA,0.626054983,22.6,0.35618483,38.8,0.807131588,24.6,0.339060755,9.6,0.277372583,20.8,0.481160948,100110110,5313425223,5342511132,9945256936,110001010,116.4
female,24.12876712,humanities,other,5,2,-0.693076878,10.6,-0.729549989,6.8,-1.742111366,18.3,2.513331583,6.2,2.143107142,7.4,0.298340098,1.11111E+11,5432111121,4512362541,5426983714,110010011,49.3
male,68.40547945,other,german,4,0,-0.610967186,14.2,1.821416993,32.4,1.480481662,21.9,1.451310043,10.7,1.742176632,15.3,1.176883629,1101000100,3251422433,5341225314,5341829768,101110010,94.5
male,39.14794521,humanities,german,4,0,0.944802694,14.7,0.189437849,8,1.022499883,21.3,1.689281173,16.7,2.113637588,9.7,1.191931837,1011010011,1345213451,1543322615,5321498652,1100010,70.4
male,29.10136986,other,german,4,0,1.00084008,20,0.20659518,22.2,1.133074901,23.2,1.478544909,28.9,1.54283163,18.5,1.07237734,11010111001,2314513121,4163426511,1637995241,110011010,112.8
male,27.3260274,0,german,3,1,0.841993082,9.2,1.821416993,8.6,1.779919421,21.1,1.725290229,6.7,1.742176632,12.7,1.582159272,1011001000,2453314251,4163521326,7316482954,101100010,58.3
female,64.18356164,other,german,4,0,-1.264208577,18.1,-3.040965737,7.9,1.550454755,19.2,-0.653542382,11.7,1.321405893,16.5,-0.41737121,1.0101E+11,2134452133,1225443336,5642589621,0,73.4
male,34.6739726,other,other,6,1,1.22902119,10.2,0.20659518,21.7,0.405574297,14.1,1.640382368,10.3,0.880701248,10.5,0.872454857,1011000110,3312433115,4615433652,5174843122,10111100,66.8
male,42.06027397,humanities,german,4,0,0.918008535,10.5,-0.956960541,5.9,0.989542799,11.3,1.155430261,5,1.326991698,6.6,0.686602551,1011011111,2345231442,1536635426,8563458697,110001111,39.3
female,31.84109589,science,german,6,1,1.22902119,10.7,0.35618483,9.3,1.362240273,21,1.920774472,11,2.174028829,10.4,1.408449919,1011000110,1431523114,6214253261,4287159624,101110001,62.4
male,42.54794521,humanities,german,5,0,0.866643444,10.7,0.089538752,16.1,1.211017705,19.4,1.490822283,35.2,1.526539845,11.7,1.036912406,1001101110,5432132145,4165423462,6489365917,111010011,93.1
male,34.58356164,science,french,5,3,1.58550205,8.5,1.821416993,13.2,2.096486127,26,-0.144945588,15.3,1.002697454,10.4,1.272231407,111110011,4325152134,6662153341,4269511785,1100011,73.4
male,55.30410959,science,spanish,6,0,0.165508595,9.8,0.35618483,12,0.768907289,21.4,0.772234661,8.6,1.421384489,8.8,0.696843973,1110010011,3412541245,2325615216,5264139154,1110101,60.6
male,32.09863014,science,german,4,0,1.306093628,22,-0.47314368,7.9,1.339021093,30.3,1.126648386,10,0.196319567,11.1,0.698987799,101000111,5434525134,2526451256,5264559396,111101100,81.3
male,38.82465753,humanities,german,6,1,-1.521361312,19.5,1.036960055,8.5,1.446812932,18.5,1.237790141,13.3,1.414101655,12.2,0.722860694,110011000,4251234455,2541156326,5265417895,1010101,72
female,33.35616438,other,english,5,3,0.665394272,21.6,0.145914825,37.6,2.130581089,22.8,1.550664214,15.8,1.678303867,12.8,1.234171653,1011001110,3425124435,5364412156,5182679486,10110001,110.6
female,44.16164384,humanities,german,6,0,-0.580153207,14.6,0.35618483,13.2,1.335189856,30.4,0.030546496,19,1.302764002,19,0.488906395,101110101,5244132124,5666421613,8524348617,1101010,96.2
male,39.5260274,other,german,4,4,-0.635883352,6,-0.596190895,9.5,1.920033109,11.4,1.823515967,14.7,2.171391676,6.9,0.936573301,1.0011E+11,5452314325,5361526341,6258149362,1010110,48.5
female,30.49589041,science,french,7,1,0.225944088,9,0.35618483,9.2,0.428793476,15.6,1.347400584,9.8,1.522782248,11.3,0.776221045,1000110100,4354132225,5264511364,8426653984,10101001,54.9
male,27.56438356,other,german,6,0,0.251269885,6.8,-0.678035429,14.5,-8.169085689,14.6,0.63224523,7,-0.230035065,6.6,-1.638728214,1100010001,3233333333,5236244146,5625632418,110110011,49.5
male,45.40273973,other,german,4,4,-2.374336631,10.6,-0.596190895,7.9,1.463542079,18,2.178196446,9.1,0.260052856,22.1,0.186252771,1101101101,5311245432,4521563412,8519775895,100101011,67.7
male,31.8739726,humanities,german,4,0,1.701194572,6,1.821416993,14.5,-6.061145726,9.2,0.873379751,8.1,0.494628233,6.7,-0.234105235,1011101000,4312222222,4323515433,5735645895,1100011,44.5
male,28.68493151,humanities,german,6,0,-1.795258183,15.4,-0.688451355,16.9,0.796831889,15,1.534665498,13.1,1.30476854,10.9,0.230511278,11011011001,3453223454,5363244156,5862541756,101110110,71.3
female,56.58356164,0,english,3,1,0.866643444,26.7,-3.040965737,12.7,1.156322713,28.9,0.826666787,24.2,1.925838252,8.1,0.346901092,11100101000,5322113445,2554161364,1562478932,0,100.6
female,46.02465753,humanities,german,6,4,-0.420979762,9.4,1.466399166,10.6,1.573088549,11.7,1.339081318,7.5,1.423278243,8.3,1.076173503,1011001010,2342513243,2415266241,5462178398,10010101,47.5
female,39.06849315,humanities,german,6,0,0.213536737,19.6,-0.678035429,8,0.940144501,31.1,0.815229188,8.8,1.199141696,13.2,0.498003339,1011000101,4425413225,2436232152,5284137544,110111001,80.7
male,31.43835616,0,french,3,1,0.290609175,41.2,0.010229046,55.8,-0.163282691,40.3,-0.518876322,19.1,0.227483062,23.1,-0.030767546,101100100,2114441322,2533546661,5214559851,101101100,179.5
male,47.0630137,0,german,3,4,-1.283928445,17.6,0.35618483,45.7,1.133074901,25.5,1.165157861,21.1,1.549572947,10.3,0.584012419,1.101E+11,5331251431,2346554513,1823595476,101010011,120.2
male,38.02739726,science,english,7,0,0.771756741,7.7,0.32143388,4.8,0.705118214,9,1.714389473,6.2,0.187529867,10.2,0.740045635,11110010110,5545312545,1234562436,3586354753,101000101,37.9
male,23.33424658,science,german,6,0,-0.014644373,6,1.821416993,4.9,2.165561732,9.3,0.642270259,6.2,1.484150701,8.3,1.219751062,101100101,2413544231,3652336456,5179622385,10011101,34.7
male,39.15068493,science,german,6,1,1.00084008,3.9,-0.596190895,7.7,0.909120156,20.4,0.381518743,6,2.007577919,7.6,0.740573201,11010111001,2445332351,1235216466,6532741962,110001011,45.6
female,27.24931507,humanities,german,6,0,-0.846067465,8.4,-0.956960541,16.6,1.657872568,11.1,2.099670154,9.8,2.143107142,7.9,0.819524372,10001101101,3253142354,5231465234,1425867934,100010010,53.8
male,29.01917808,0,german,3,2,-1.279037779,5.9,1.821416993,4.8,1.672537094,12.7,1.827435724,6.4,2.171391676,6.4,1.242748742,11010001010,2431523143,2155362415,4275186342,1100011,36.2
male,19.00273973,humanities,german,4,0,0.317797423,10.5,0.20659518,23.6,2.363735851,15.4,1.692840493,27.4,1.742176632,9.9,1.264629116,10001101110,2514335241,2643341625,4238569715,10111100,86.8
male,33.42739726,science,german,6,0,0.389487119,16.8,0.35618483,11.2,0.023926244,15.9,1.442348771,16.7,1.147556847,13.5,0.671900762,1010001101,4434514244,2352116425,5362845274,110001010,74.1
